Words,freq,No_Match,Entered
expandieren,14,0,0
expansion,14,0,0
expedition,14,0,0
experimentell,14,0,0
experimentieren,14,0,0
expertin,14,0,0
explodiert,14,0,0
explosiv,14,0,0
exporte,14,0,0
exportieren,14,0,0
facette,14,0,0
facharzt,14,0,0
fachkundig,14,0,0
facto,14,0,0
fahnden,14,0,0
fahnder,14,0,0
fahndung,14,0,0
fähre,14,0,0
fahrkarte,14,0,0
fahrtrichtung,14,0,0
fahrverbot,14,0,0
fakt,14,0,0
faktisch,14,0,0
fakultät,14,0,0
falke,14,0,0
fälschung,14,0,0
familienangehöriger,14,0,0
familienmitglied,14,0,0
familienunternehmen,14,0,0
familienvater,14,0,0
fantastisch,14,0,0
farbenfroh,14,0,0
faschismus,14,0,0
fastnacht,14,0,0
favorisieren,14,0,0
favorisiert,14,0,0
federführung,14,0,0
fegen,14,0,0
fehlbetrag,14,0,0
fehlerfrei,14,0,0
fehlerhaft,14,0,0
feierabend,14,0,0
feierlichkeit,14,0,0
feierstunde,14,0,0
feindlich,14,0,0
fell,14,0,0
fels,14,0,0
felsen,14,0,0
fertigung,14,0,0
festgelegt,14,0,0
festgenommen,14,0,0
festgottesdienst,14,0,0
festlegung,14,0,0
festnetz,14,0,0
festplatz,14,0,0
festsaal,14,0,0
festtag,14,0,0
festwoche,14,0,0
festzug,14,0,0
fett,14,0,0
fetzig,14,0,0
feuern,14,0,0
feuerwehrgerätehaus,14,0,0
feuerwehrhaus,14,0,0
feuilleton,14,0,0
fichte,14,0,0
fieber,14,0,0
fifa,14,0,0
fiktion,14,0,0
fiktiv,14,0,0
filmen,14,0,0
filmisch,14,0,0
filter,14,0,0
finalist,14,0,0
finanzausgleich,14,0,0
finanzausschuss,14,0,0
finanziert,14,0,0
finanzlage,14,0,0
finanzsenator,14,0,0
fingerabdruck,14,0,0
finne,14,0,0
finster,14,0,0
firmenchef,14,0,0
fiskus,14,0,0
flächennutzungsplan,14,0,0
flattern,14,0,0
fleck,14,0,0
flecken,14,0,0
fledermaus,14,0,0
fleiß,14,0,0
flieger,14,0,0
flop,14,0,0
flora,14,0,0
flöte,14,0,0
flotte,14,0,0
fluch,14,0,0
flugblatt,14,0,0
fluggast,14,0,0
fluglinie,14,0,0
flüssig,14,0,0
flüssigkeit,14,0,0
föderation,14,0,0
fokus,14,0,0
folgerichtig,14,0,0
folglich,14,0,0
folie,14,0,0
folk,14,0,0
folklore,14,0,0
folter,14,0,0
foltern,14,0,0
football,14,0,0
forcieren,14,0,0
förderer,14,0,0
förderkreis,14,0,0
fördermittel,14,0,0
förderprogramm,14,0,0
formell,14,0,0
formieren,14,0,0
formular,14,0,0
forsch,14,0,0
forschen,14,0,0
forst,14,0,0
forstamt,14,0,0
förster,14,0,0
fortführen,14,0,0
foulspiel,14,0,0
fragebogen,14,0,0
fragezeichen,14,0,0
fraktionssprecher,14,0,0
fraktionsvorsitzender,14,0,0
franc,14,0,0
französin,14,0,0
frauenfeld,14,0,0
frauenfußball,14,0,0
frauengemeinschaft,14,0,0
frauenhaus,14,0,0
freier,14,0,0
freigabe,14,0,0
freihaben,14,0,0
freiherr,14,0,0
freiraum,14,0,0
freisetzen,14,0,0
freisprechen,14,0,0
freistil,14,0,0
fremdenverkehr,14,0,0
fremdsprache,14,0,0
frequenz,14,0,0
freudig,14,0,0
freundschaftlich,14,0,0
freundschaftsspiel,14,0,0
friede,14,0,0
friedenstruppe,14,0,0
frische,14,0,0
friseur,14,0,0
fristlos,14,0,0
frisur,14,0,0
frohsinn,14,0,0
fromm,14,0,0
frontal,14,0,0
frosch,14,0,0
frost,14,0,0
fruchtbar,14,0,0
frustrieren,14,0,0
fuge,14,0,0
fügen,14,0,0
führungstreffer,14,0,0
fulminant,14,0,0
fundamental,14,0,0
fundamentalist,14,0,0
fundiert,14,0,0
fündig,14,0,0
fünfmal,14,0,0
funke,14,0,0
funken,14,0,0
funktioniert,14,0,0
fürchterlich,14,0,0
furios,14,0,0
furore,14,0,0
fusionieren,14,0,0
fußballfan,14,0,0
fußballverband,14,0,0
fußen,14,0,0
fußweg,14,0,0
futter,14,0,0
füttern,14,0,0
gabe,14,0,0
gag,14,0,0
gangster,14,0,0
gans,14,0,0
ganzheitlich,14,0,0
ganztägig,14,0,0
garant,14,0,0
garantiert,14,0,0
garderobe,14,0,0
gartenstadt,14,0,0
gärtner,14,0,0
gastgeben,14,0,0
gastgeberin,14,0,0
gastiert,14,0,0
gastronom,14,0,0
gastwirt,14,0,0
gatte,14,0,0
gattung,14,0,0
gau,14,0,0
gazastreifen,14,0,0
geachtet,14,0,0
geändert,14,0,0
gebacken,14,0,0
geballt,14,0,0
gebilde,14,0,0
gebirge,14,0,0
gebraucht,14,0,0
gebrochen,14,0,0
gebühren,14,0,0
gebührend,14,0,0
gedacht,14,0,0
gedämpft,14,0,0
gedeihen,14,0,0
gedient,14,0,0
geduldig,14,0,0
gefährt,14,0,0
gefällig,14,0,0
gefälscht,14,0,0
gefangenschaft,14,0,0
gefärbt,14,0,0
gefäß,14,0,0
gefeiert,14,0,0
gefolge,14,0,0
gefördert,14,0,0
gefragt,14,0,0
gefunden,14,0,0
gefürchtet,14,0,0
gegebenenfalls,14,0,0
gegebenheit,14,0,0
gegenleistung,14,0,0
gegenseite,14,0,0
gegenstimme,14,0,0
gegentreffer,14,0,0
gegenwehr,14,0,0
gegnerin,14,0,0
gehalten,14,0,0
gehäuse,14,0,0
gehts,14,0,0
gehweg,14,0,0
geige,14,0,0
geiger,14,0,0
geil,14,0,0
geiselnahme,14,0,0
gekleidet,14,0,0
gekocht,14,0,0
gekommen,14,0,0
geländewagen,14,0,0
gelassenheit,14,0,0
gelaunt,14,0,0
geldbeutel,14,0,0
geldbörse,14,0,0
geldgeber,14,0,0
geldinstitut,14,0,0
gelehrt,14,0,0
geleistet,14,0,0
geleitet,14,0,0
geltung,14,0,0
gemacht,14,0,0
gemarkung,14,0,0
gemäßigt,14,0,0
gemeindeamt,14,0,0
gemeindepräsident,14,0,0
gemeinderatssitzung,14,0,0
gemeindesaal,14,0,0
gemeindeverwaltung,14,0,0
gemeinschaftlich,14,0,0
gemeldet,14,0,0
gendarm,14,0,0
genehmigt,14,0,0
generalprobe,14,0,0
genervt,14,0,0
genie,14,0,0
gentechnisch,14,0,0
genugtuung,14,0,0
genutzt,14,0,0
geöffnet,14,0,0
geographisch,14,0,0
geordnet,14,0,0
georgisch,14,0,0
geparkt,14,0,0
ger,14,0,0
geraum,14,0,0
gerede,14,0,0
geregelt,14,0,0
gerichtssaal,14,0,0
gerüst,14,0,0
gesammelt,14,0,0
gesamtjahr,14,0,0
gesamtkosten,14,0,0
gesamtsieg,14,0,0
gesamtwert,14,0,0
gesangverein,14,0,0
geschaffen,14,0,0
geschäftlich,14,0,0
geschäftsbereich,14,0,0
geschäftsfeld,14,0,0
geschäftsleitung,14,0,0
geschäftspartner,14,0,0
geschichtlich,14,0,0
geschieden,14,0,0
geschlossenheit,14,0,0
geschmückt,14,0,0
geschoss,14,0,0
geschrieben,14,0,0
geschult,14,0,0
geschützt,14,0,0
geschweige,14,0,0
geselle,14,0,0
geselligkeit,14,0,0
gesetzesänderung,14,0,0
gesetzgebung,14,0,0
gesichtspunkt,14,0,0
gesondert,14,0,0
gespann,14,0,0
gespenst,14,0,0
gesperrt,14,0,0
gespielt,14,0,0
gesprächspartner,14,0,0
gesprächsrunde,14,0,0
gespür,14,0,0
geständig,14,0,0
gestartet,14,0,0
gesteuert,14,0,0
gestohlen,14,0,0
gestorben,14,0,0
gesuch,14,0,0
gesundheits,14,0,0
gesundheitsamt,14,0,0
gesundheitsministerium,14,0,0
gesundheitszustand,14,0,0
geteilt,14,0,0
getötet,14,0,0
getragen,14,0,0
getreide,14,0,0
getreu,14,0,0
getriebe,14,0,0
getroffen,14,0,0
getrost,14,0,0
gewähr,14,0,0
gewährt,14,0,0
gewalttat,14,0,0
gewand,14,0,0
gewandt,14,0,0
gewebe,14,0,0
geweckt,14,0,0
geweiht,14,0,0
gewerbesteuer,14,0,0
gewerbetreibend,14,0,0
gewerbeverein,14,0,0
gewerkschaftsbund,14,0,0
gewichtig,14,0,0
gewinnspiel,14,0,0
gewissermaßen,14,0,0
gewissheit,14,0,0
gewöhnen,14,0,0
gewohnheit,14,0,0
gezeigt,14,0,0
ghetto,14,0,0
gibts,14,0,0
gigant,14,0,0
gipfeltreffen,14,0,0
glanzvoll,14,0,0
glarner,14,0,0
gläsern,14,0,0
glaubhaft,14,0,0
gläubiger,14,0,0
glaubwürdig,14,0,0
gleichaltrig,14,0,0
gleichberechtigt,14,0,0
gleichberechtigung,14,0,0
gleichfalls,14,0,0
gleichgültig,14,0,0
gleichmäßig,14,0,0
gleichstellung,14,0,0
gleichwertig,14,0,0
gleiten,14,0,0
gletscher,14,0,0
glied,14,0,0
gliedern,14,0,0
glimpflich,14,0,0
glitzern,14,0,0
globus,14,0,0
glücken,14,0,0
glücklicherweise,14,0,0
glücksfall,14,0,0
glühend,14,0,0
glühwein,14,0,0
gnade,14,0,0
golfkrieg,14,0,0
golfplatz,14,0,0
gönner,14,0,0
gospel,14,0,0
göttlich,14,0,0
graffito,14,0,0
gräfin,14,0,0
grafschaft,14,0,0
grass,14,0,0
gratulant,14,0,0
grauen,14,0,0
greifbar,14,0,0
grell,14,0,0
grenzen,14,0,0
grenzenlos,14,0,0
grenzgebiet,14,0,0
grenzübergang,14,0,0
grenzüberschreitend,14,0,0
grill,14,0,0
grimm,14,0,0
gros,14,0,0
groschen,14,0,0
großaktionär,14,0,0
großbank,14,0,0
großeltern,14,0,0
großereignis,14,0,0
großflächig,14,0,0
großformatig,14,0,0
großprojekt,14,0,0
großraum,14,0,0
großveranstaltung,14,0,0
grotesk,14,0,0
grube,14,0,0
grünanlage,14,0,0
grundrecht,14,0,0
grundschüler,14,0,0
gründungsmitglied,14,0,0
grundwasser,14,0,0
grünfläche,14,0,0
gruppenspiel,14,0,0
grußwort,14,0,0
guerilla,14,0,0
gültigkeit,14,0,0
gürtel,14,0,0
güte,14,0,0
güterverkehr,14,0,0
gutheißen,14,0,0
gymnasiast,14,0,0
hadern,14,0,0
hafenstadt,14,0,0
haftung,14,0,0
hag,14,0,0
hai,14,0,0
haken,14,0,0
halber,14,0,0
halbfinal,14,0,0
halbieren,14,0,0
halbinsel,14,0,0
halbwegs,14,0,0
hall,14,0,0
halter,14,0,0
handarbeit,14,0,0
handballerin,14,0,0
handelsblatt,14,0,0
handfest,14,0,0
handicap,14,0,0
handlungsbedarf,14,0,0
handschrift,14,0,0
handschuh,14,0,0
handtasche,14,0,0
handtuch,14,0,0
handvoll,14,0,0
handwerkskammer,14,0,0
hansestadt,14,0,0
happy,14,0,0
harz,14,0,0
haschisch,14,0,0
hassen,14,0,0
hattrick,14,0,0
haufen,14,0,0
häufen,14,0,0
hauptdarsteller,14,0,0
hauptfigur,14,0,0
hauptgeschäftsführer,14,0,0
hauptgrund,14,0,0
hauptmann,14,0,0
hauptplatz,14,0,0
hauptpreis,14,0,0
hauptquartier,14,0,0
hauptsponsor,14,0,0
hausarzt,14,0,0
hausaufgabe,14,0,0
hausbesitzer,14,0,0
häuschen,14,0,0
hausgemacht,14,0,0
haushaltsplan,14,0,0
häuslich,14,0,0
hausmeister,14,0,0
haustier,14,0,0
hautnah,14,0,0
hebel,14,0,0
heck,14,0,0
hecke,14,0,0
hehlen,14,0,0
heilen,14,0,0
heiligabend,14,0,0
heilung,14,0,0
heimatland,14,0,0
heimatmuseum,14,0,0
heimatort,14,0,0
heimatverein,14,0,0
heimniederlage,14,0,0
heimsuchen,14,0,0
heimweg,14,0,0
heirat,14,0,0
heizen,14,0,0
heizöl,14,0,0
hektik,14,0,0
helferin,14,0,0
helikopter,14,0,0
heranführen,14,0,0
heranziehen,14,0,0
herausbringen,14,0,0
herausforderer,14,0,0
herausfordern,14,0,0
herausgabe,14,0,0
herausholen,14,0,0
herausnehmen,14,0,0
herbeiführen,14,0,0
herd,14,0,0
herde,14,0,0
hereinkommen,14,0,0
hergeben,14,0,0
hergestellt,14,0,0
herhalten,14,0,0
herkommen,14,0,0
hermüssen,14,0,0
herrichten,14,0,0
herrscher,14,0,0
herunter,14,0,0
hervorbringen,14,0,0
herzinfarkt,14,0,0
herzstück,14,0,0
heulen,14,0,0
hexe,14,0,0
hexen,14,0,0
hierarchie,14,0,0
hierher,14,0,0
high,14,0,0
highlights,14,0,0
hilfestellung,14,0,0
hilfsmittel,14,0,0
hilfswerk,14,0,0
himmlisch,14,0,0
hinauf,14,0,0
hinauskommen,14,0,0
hinauslaufen,14,0,0
hinauswollen,14,0,0
hindeuten,14,0,0
hindurch,14,0,0
hingehen,14,0,0
hinhaben,14,0,0
hinlegen,14,0,0
hinrichten,14,0,0
hinrichtung,14,0,0
hinrunden,14,0,0
hinschauen,14,0,0
hinsehen,14,0,0
hinspielen,14,0,0
hinstellen,14,0,0
hinterbliebene,14,0,0
hintereinander,14,0,0
hinterfragen,14,0,0
hinterhof,14,0,0
hinunter,14,0,0
hinziehen,14,0,0
hinzunehmen,14,0,0
hip,14,0,0
hiphop,14,0,0
hirn,14,0,0
hirte,14,0,0
hisbollah,14,0,0
historie,14,0,0
hitzig,14,0,0
hochamt,14,0,0
hochburg,14,0,0
hochrangig,14,0,0
höchstgeschwindigkeit,14,0,0
hochtour,14,0,0
hocken,14,0,0
hockey,14,0,0
hoffnungslos,14,0,0
hoffnungsträger,14,0,0
hoffnungsvoll,14,0,0
höflich,14,0,0
hofmann,14,0,0
höhenflug,14,0,0
höhle,14,0,0
holding,14,0,0
holsteinisch,14,0,0
hölzern,14,0,0
hommage,14,0,0
homo,14,0,0
honig,14,0,0
honorar,14,0,0
honorieren,14,0,0
hooligan,14,0,0
hörbar,14,0,0
hormon,14,0,0
horror,14,0,0
hörsaal,14,0,0
hörspiel,14,0,0
hort,14,0,0
hospiz,14,0,0
hot,14,0,0
hotelier,14,0,0
hüfte,14,0,0
hülle,14,0,0
hüllen,14,0,0
human,14,0,0
humorvoll,14,0,0
hundertprozentig,14,0,0
hunderttausend,14,0,0
hungern,14,0,0
hungrig,14,0,0
hüpfen,14,0,0
hurrikan,14,0,0
hüten,14,0,0
hymne,14,0,0
identisch,14,0,0
idol,14,0,0
idylle,14,0,0
idyllisch,14,0,0
igel,14,0,0
ihn,14,0,0
ikone,14,0,0
illustrieren,14,0,0
illustriert,14,0,0
imbiss,14,0,0
immunsystem,14,0,0
imperium,14,0,0
impfen,14,0,0
impfstoff,14,0,0
impfung,14,0,0
import,14,0,0
importe,14,0,0
importieren,14,0,0
imposant,14,0,0
improvisation,14,0,0
inbetriebnahme,14,0,0
inder,14,0,0
individuum,14,0,0
indonesisch,14,0,0
industriegebiet,14,0,0
industrieland,14,0,0
industriestaat,14,0,0
infizieren,14,0,0
infiziert,14,0,0
inflationsrate,14,0,0
informatik,14,0,0
informations,14,0,0
informationsabend,14,0,0
informativ,14,0,0
informell,14,0,0
inhaftiert,14,0,0
initiieren,14,0,0
initiiert,14,0,0
inkrafttreten,14,0,0
inländisch,14,0,0
inn,14,0,0
innenhof,14,0,0
innenraum,14,0,0
innensenator,14,0,0
innern,14,0,0
innerparteilich,14,0,0
innert,14,0,0
innig,14,0,0
innung,14,0,0
inoffiziell,14,0,0
insekt,14,0,0
inspektion,14,0,0
inspektor,14,0,0
installiert,14,0,0
institutionell,14,0,0
intelligenz,14,0,0
intensität,14,0,0
intensivieren,14,0,0
intensivstation,14,0,0
interaktiv,14,0,0
interessengemeinschaft,14,0,0
internat,14,0,0
interpret,14,0,0
intim,14,0,0
intrige,14,0,0
invasion,14,0,0
investiert,14,0,0
investmentbank,14,0,0
inwieweit,14,0,0
irdisch,14,0,0
ire,14,0,0
irgend,14,0,0
irgendetwas,14,0,0
irgendw-,14,0,0
irr,14,0,0
irren,14,0,0
irritation,14,0,0
islamistisch,14,0,0
isolation,14,0,0
jackpot,14,0,0
jahresabschluss,14,0,0
jahresfrist,14,0,0
jahresrechnung,14,0,0
jahresüberschuss,14,0,0
jahresumsatz,14,0,0
jahrhundertwende,14,0,0
jahrtausendwende,14,0,0
jammern,14,0,0
jedesmal,14,0,0
jeher,14,0,0
jersey,14,0,0
jet,14,0,0
joint,14,0,0
joker,14,0,0
journalismus,14,0,0
journalistin,14,0,0
journalistisch,14,0,0
jubiläumsjahr,14,0,0
judo,14,0,0
jugendchor,14,0,0
jugendfeuerwehr,14,0,0
jugendgruppe,14,0,0
jugendhaus,14,0,0
jugendheim,14,0,0
jugendherberge,14,0,0
jugendleiter,14,0,0
jugendraum,14,0,0
jungfrau,14,0,0
juniorin,14,0,0
jura,14,0,0
juso,14,0,0
justizministerium,14,0,0
käfer,14,0,0
käfig,14,0,0
kahn,14,0,0
kalb,14,0,0
kalifornisch,14,0,0
kalkül,14,0,0
kalkulieren,14,0,0
kameradschaft,14,0,0
kämmerer,14,0,0
kammermusik,14,0,0
kammerorchester,14,0,0
kampfflugzeug,14,0,0
kampfgeist,14,0,0
kaninchen,14,0,0
kantersieg,14,0,0
kantonsrat,14,0,0
kanu,14,0,0
kanzlei,14,0,0
kanzlerkandidat,14,0,0
kapitalerhöhung,14,0,0
kapitalmarkt,14,0,0
kaplan,14,0,0
karfreitag,14,0,0
karg,14,0,0
karikatur,14,0,0
karnevalist,14,0,0
kartenvorverkauf,14,0,0
karton,14,0,0
kassenprüfer,14,0,0
kassiererin,14,0,0
kategorisch,14,0,0
kater,14,0,0
kathedrale,14,0,0
kaufkraft,14,0,0
kegel,14,0,0
kehle,14,0,0
kehrtwenden,14,0,0
keim,14,0,0
kellner,14,0,0
kernkraftwerk,14,0,0
keyboard,14,0,0
kiefer,14,0,0
killer,14,0,0
kilowattstunde,14,0,0
kinderbuch,14,0,0
kinderchor,14,0,0
kindergeld,14,0,0
kinderprogramm,14,0,0
kinderschutzbund,14,0,0
kinderspielplatz,14,0,0
kinderwagen,14,0,0
kindlich,14,0,0
kinofilm,14,0,0
kiosk,14,0,0
kippe,14,0,0
kirchenkreis,14,0,0
kirchgemeinde,14,0,0
kitsch,14,0,0
kläglich,14,0,0
klarinette,14,0,0
klarsein,14,0,0
klartext,14,0,0
klärung,14,0,0
klassenverbleib,14,0,0
klassenzimmer,14,0,0
klatschen,14,0,0
klauen,14,0,0
klausel,14,0,0
klausur,14,0,0
kleiden,14,0,0
kleidungsstück,14,0,0
kleinbus,14,0,0
kleinigkeit,14,0,0
kleinstadt,14,0,0
kleinwagen,14,0,0
klicken,14,0,0
klient,14,0,0
klientel,14,0,0
klimaanlage,14,0,0
klinge,14,0,0
klinisch,14,0,0
klonen,14,0,0
klubchef,14,0,0
klubobmann,14,0,0
kluft,14,0,0
knallen,14,0,0
knallhart,14,0,0
knast,14,0,0
knopf,14,0,0
knoten,14,0,0
koalitionsverhandlung,14,0,0
koalitionsvertrag,14,0,0
kober,14,0,0
kofferraum,14,0,0
kohlendioxid,14,0,0
kollektion,14,0,0
kollidiert,14,0,0
kollision,14,0,0
kolonie,14,0,0
kolumne,14,0,0
koma,14,0,0
kombi,14,0,0
kombiniert,14,0,0
komfort,14,0,0
komfortabel,14,0,0
komik,14,0,0
komiker,14,0,0
kommandeur,14,0,0
kommentator,14,0,0
kommissarisch,14,0,0
kommissionspräsident,14,0,0
kommunalpolitik,14,0,0
kommunalpolitisch,14,0,0
kommunismus,14,0,0
kommunizieren,14,0,0
kompensieren,14,0,0
komplettieren,14,0,0
kompliment,14,0,0
komplize,14,0,0
komponieren,14,0,0
komponiert,14,0,0
kompromisslos,14,0,0
königreich,14,0,0
konjunkturell,14,0,0
konkurrenzfähig,14,0,0
konsolidierung,14,0,0
konsortium,14,0,0
konstanz,14,0,0
konstatieren,14,0,0
konstellation,14,0,0
konstituieren,14,0,0
konstruieren,14,0,0
konsumieren,14,0,0
kontext,14,0,0
kontingent,14,0,0
kontinuität,14,0,0
kontrakt,14,0,0
kontrolleur,14,0,0
kontrovers,14,0,0
kontroverse,14,0,0
kontur,14,0,0
konvention,14,0,0
konzentrationslager,14,0,0
konzeption,14,0,0
konzernchef,14,0,0
konzerthaus,14,0,0
konzession,14,0,0
konzipieren,14,0,0
kooperativ,14,0,0
koordination,14,0,0
koordinator,14,0,0
koordinieren,14,0,0
kopfschmerz,14,0,0
kopftuch,14,0,0
kopfverletzung,14,0,0
kopieren,14,0,0
koppeln,14,0,0
koreanisch,14,0,0
korrespondentin,14,0,0
korrupt,14,0,0
kosmos,14,0,0
kost,14,0,0
kostenfrei,14,0,0
kostengrund,14,0,0
köstlich,14,0,0
köstlichkeit,14,0,0
kostprobe,14,0,0
kostspielig,14,0,0
krach,14,0,0
kraftstoff,14,0,0
kraftvoll,14,0,0
kragen,14,0,0
krämer,14,0,0
kran,14,0,0
kranz,14,0,0
kratzen,14,0,0
krawall,14,0,0
krawatte,14,0,0
kreation,14,0,0
kreditinstitut,14,0,0
kreditkarte,14,0,0
kreieren,14,0,0
kreisen,14,0,0
kreisklasse,14,0,0
kreislauf,14,0,0
kreissparkasse,14,0,0
kreisstraße,14,0,0
kreisvorsitzender,14,0,0
kreuzen,14,0,0
krieger,14,0,0
kriegsende,14,0,0
kriegsverbrecher,14,0,0
kriminalpolizei,14,0,0
kronprinz,14,0,0
krönung,14,0,0
kubanisch,14,0,0
kühlschrank,14,0,0
kühn,14,0,0
kult,14,0,0
kulturgut,14,0,0
kulturhaus,14,0,0
kulturkreis,14,0,0
kulturpolitik,14,0,0
kultursommer,14,0,0
kulturverein,14,0,0
kultusminister,14,0,0
kultusministerium,14,0,0
kundin,14,0,0
kunsthaus,14,0,0
künstlerhaus,14,0,0
kunstmuseum,14,0,0
kunststück,14,0,0
kunstverein,14,0,0
kunstvoll,14,0,0
kür,14,0,0
kurator,14,0,0
kuratorium,14,0,0
kurfürst,14,0,0
kurhaus,14,0,0
kurier,14,0,0
kurpark,14,0,0
kurzarbeit,14,0,0
kurze,14,0,0
kurzfilm,14,0,0
kurzweilig,14,0,0
kurzzeitig,14,0,0
kuss,14,0,0
küssen,14,0,0
label,14,0,0
lack,14,0,0
ladung,14,0,0
lahm,14,0,0
lampe,14,0,0
lancieren,14,0,0
landesamt,14,0,0
landesausstellung,14,0,0
landesbank,14,0,0
landeschef,14,0,0
landesgericht,14,0,0
landeskirche,14,0,0
landeskriminalamt,14,0,0
landesligist,14,0,0
landesmeisterschaft,14,0,0
landesstraße,14,0,0
landesvorstand,14,0,0
landhaus,14,0,0
landkarte,14,0,0
ländle,14,0,0
landratsamt,14,0,0
landtagsabgeordneter,14,0,0
landtagsfraktion,14,0,0
landwirtschaftsminister,14,0,0
langen,14,0,0
längerfristig,14,0,0
langeweile,14,0,0
langlauf,14,0,0
langweilen,14,0,0
langwierig,14,0,0
langzeitarbeitsloser,14,0,0
laptop,14,0,0
laser,14,0,0
lässig,14,0,0
lasten,14,0,0
laster,14,0,0
lästig,14,0,0
latein,14,0,0
lateinamerikanisch,14,0,0
lateinisch,14,0,0
laterne,14,0,0
laudatio,14,0,0
lauern,14,0,0
läuferin,14,0,0
läuten,14,0,0
lautsprecher,14,0,0
lawine,14,0,0
lebensfreude,14,0,0
lebensgefahr,14,0,0
lebensgefährte,14,0,0
lebensgefährtin,14,0,0
lebenslauf,14,0,0
lebensstil,14,0,0
lebensunterhalt,14,0,0
lebensversicherung,14,0,0
lebensweise,14,0,0
lebenswerk,14,0,0
leber,14,0,0
lebewesen,14,0,0
leckerbissen,14,0,0
legitim,14,0,0
lehnen,14,0,0
lehrplan,14,0,0
lehrstuhl,14,0,0
leichtathlet,14,0,0
leichtfertig,14,0,0
leichtigkeit,14,0,0
leihen,14,0,0
leine,14,0,0
leistungsfähig,14,0,0
leistungsfähigkeit,14,0,0
leistungsträger,14,0,0
leitartikel,14,0,0
leitbild,14,0,0
leitplanke,14,0,0
leitzins,14,0,0
lektion,14,0,0
lenz,14,0,0
lesbe,14,0,0
letztjährig,14,0,0
leugnen,14,0,0
lexikon,14,0,0
libanesisch,14,0,0
lichtblick,14,0,0
lichter,14,0,0
liebenswert,14,0,0
lieber,14,0,0
liebesgeschichte,14,0,0
liebling,14,0,0
liederabend,14,0,0
liederkranz,14,0,0
liegenschaft,14,0,0
lift,14,0,0
ligist,14,0,0
limit,14,0,0
limousine,14,0,0
lindern,14,0,0
lobby,14,0,0
lockern,14,0,0
lockerung,14,0,0
logistik,14,0,0
lohnnebenkosten,14,0,0
lokalmatador,14,0,0
lokalredaktion,14,0,0
lokalteil,14,0,0
lokführer,14,0,0
lokomotive,14,0,0
look,14,0,0
lord,14,0,0
loreley,14,0,0
löschzug,14,0,0
loslassen,14,0,0
lounge,14,0,0
luftangriff,14,0,0
luftballon,14,0,0
lüften,14,0,0
luftgewehr,14,0,0
luftig,14,0,0
luftverkehr,14,0,0
luftwaffe,14,0,0
lügen,14,0,0
lunge,14,0,0
lyrik,14,0,0
lyrisch,14,0,0
mache,14,0,0
machthaber,14,0,0
machtkampf,14,0,0
machtlos,14,0,0
mädel,14,0,0
madonna,14,0,0
magie,14,0,0
mahlzeit,14,0,0
mahnung,14,0,0
maifeld,14,0,0
mails,14,0,0
mais,14,0,0
majestät,14,0,0
major,14,0,0
makler,14,0,0
malerin,14,0,0
malerisch,14,0,0
manier,14,0,0
manipulation,14,0,0
manipulieren,14,0,0
manko,14,0,0
männchen,14,0,0
männergesangverein,14,0,0
manöver,14,0,0
mantel,14,0,0
manuskript,14,0,0
märchenhaft,14,0,0
marihuana,14,0,0
marine,14,0,0
markenzeichen,14,0,0
marktführer,14,0,0
marktgemeinde,14,0,0
marschieren,14,0,0
marschiert,14,0,0
masche,14,0,0
maschinenbau,14,0,0
maskiert,14,0,0
massenhaft,14,0,0
mast,14,0,0
matchball,14,0,0
materie,14,0,0
mathematisch,14,0,0
matinee,14,0,0
matte,14,0,0
maul,14,0,0
maurer,14,0,0
maut,14,0,0
max,14,0,0
mechaniker,14,0,0
mechanisch,14,0,0
mechanismus,14,0,0
medial,14,0,0
meditation,14,0,0
mehl,14,0,0
mehreinnahme,14,0,0
mehren,14,0,0
mehrfamilienhaus,14,0,0
mehrjährig,14,0,0
mehrkosten,14,0,0
mehrzahl,14,0,0
meiden,14,0,0
meile,14,0,0
meilenstein,14,0,0
meinungsäußerung,14,0,0
meisterin,14,0,0
meisterschaftsspiel,14,0,0
meisterwerk,14,0,0
melancholie,14,0,0
melancholisch,14,0,0
mensa,14,0,0
menschenleben,14,0,0
menschenrechtsorganisation,14,0,0
menschenrechtsverletzung,14,0,0
menschlichkeit,14,0,0
mental,14,0,0
mentalität,14,0,0
merklich,14,0,0
merkmal,14,0,0
messegelände,14,0,0
messung,14,0,0
metapher,14,0,0
meteorologe,14,0,0
metro,14,0,0
metropolis,14,0,0
metzger,14,0,0
mexikanisch,14,0,0
miene,14,0,0
mies,14,0,0
mieten,14,0,0
mietvertrag,14,0,0
migrant,14,0,0
mikrofon,14,0,0
milde,14,0,0
mildern,14,0,0
milieu,14,0,0
milliardenschwer,14,0,0
millionär,14,0,0
millionenhöhe,14,0,0
minderjährig,14,0,0
mindern,14,0,0
mine,14,0,0
mineralwasser,14,0,0
minimum,14,0,0
ministerrat,14,0,0
minütig,14,0,0
miserabel,14,0,0
misere,14,0,0
missachten,14,0,0
missen,14,0,0
misserfolg,14,0,0
misshandeln,14,0,0
misshandlung,14,0,0
misslingen,14,0,0
missstand,14,0,0
misstrauisch,14,0,0
mister,14,0,0
mitbegründer,14,0,0
mitbekommen,14,0,0
mitbewerber,14,0,0
mitfahren,14,0,0
mitgeben,14,0,0
mitgefühl,14,0,0
mitgehen,14,0,0
mitgestalten,14,0,0
mitgliederzahl,14,0,0
mitgliedsland,14,0,0
mitgliedsstaat,14,0,0
